Frequency,Expression,Reading,Meaning,MeaningCount,Exclude1,Exclude2,GenerateKR2JP,GenerateJP2KR,Image,IMM_Sentence,IMM_Image,IMM_Audio,IMM_SourceMedia
13901,深紅,,"1. 심홍, 진홍. (=真紅) 2. 진홍색 물감. 3. 진홍(색). (=まっか)",,,,,,,,,,
13902,個性的,,1. 개성적. 2. ぼつこせいてき【没個性的】 3. ぼつこせいてき【没個性的】,,,,,,,,,,
13905,彷彿,,"1. 방불, 거의 비슷함. 2. 생생히 떠오름, 눈에 선함. 3. 보일 듯 말 듯 어렴풋한 모양.",,,,,,,,,,
13906,西方,,1. 서방. 2. 서쪽. 3. ‘西方浄土’의 준말.,,,,,,,,,,
13907,住処,,"1. 주소. (=アドレス) 2. 거처, 살고 있는 곳, 집. (=すまい) 3. 주소록.",,,,,,,,,,
13908,興奮気味,,1. 흥분. 2. 감정이 고조되는 것. 3. 의학 자극에 의해 일어나는 생체의 상태 변화.,,,,,,,,,,
13909,聖書,,"1. 성서, 성경. (=バイブル) 2. 聖書 せいしょ , バイブル. (=성경) 3. 신약 성서. (↔旧約聖書)",,,,,,,,,,
13910,押し,,"1. 미는 것, 밀기, 미는 힘. 2. 相撲 수의 하나, 서로 붙들지 않고 손바닥을 상대방의 몸에 대고 미는 수. 3. (동사 앞에 붙어)",,,,,,,,,,
13911,ジーンズ,,1. 진. 2. 고운 능직(綾織) 무명. 3. (→ジーパン),,,,,,,,,,
13912,スイカ,,"1. JR동일본((東日本))이 개발한 비접촉형 아이시(IC) 카드를 이용한 운임 정산 시스템; 또는, 그 카드. 2. 『요리』수박 3. 수화.",,,,,,,,,,
13913,石鹸,,1. 비누. (=シャボン) 2. 비눗물. 3. 칼리 비누.,,,,,,,,,,
13914,崇高,,1. 숭고. 2. 숭고한 이념. 3. 숭고한 행위.,,,,,,,,,,
13915,女らしい,,"1. 여자답다. (↔男(おとこ)らしい) 2. 여자, 여성. (↔男) 3. (정신적으로나 육체적으로) 어엿한 여자.",,,,,,,,,,
13916,存在意義,,"1. 존재. (=ザイン) 2. 의의. 3. 뜻, 의미.",,,,,,,,,,
13917,呪術,,"1. 주술, 주문, 마술. (=まじない, 呪法, 妖術) 2. 呪術 じゅじゅつ , 呪 まじな い. 3. じゅじゅつてき【呪術的】",,,,,,,,,,
13919,凶,,"1. 흉함, 불길함. (↔吉) 2. 흉몽, 불길한 꿈. (↔吉夢) 3. 흉음, 나쁜 소식, 부음(訃音). (=きょうおん)",,,,,,,,,,
13921,不覚,,"1. 확고한 각오가 서 있지 않음; 특히, 방심해서 실패[실수]함; 불찰. 2. 저도 모르게 함, 무의식, 부지불식간에 그렇게 됨. 3. 방심하여 생각잖은 실수를 하다[낭패를 보다].",,,,,,,,,,
13925,市街,,"1. 시가, 거리. (=まち, 通り) 2. 市街 しがい , 町 まち , 通 とお り. 3. 시가지.",,,,,,,,,,
13926,人外,,"1. 인도에 벗어남, 사람이 아님((예스러운 말씨)). (=人非人) 2. 사람 대접을 못 받음, 또 그런 천한 사람. 3. 인간이 사는 세계 밖.",,,,,,,,,,
13928,湾,,"1. 만. (=入り江) 2. 지명 도사 만, 시코쿠(四國) 남쪽에 위치한 만. 3. 만내, 만의 안쪽. (↔湾外)",,,,,,,,,,
13930,穴が空く,,1. 구멍. 2. 뚫린 공간. 3. 구덩이.,,,,,,,,,,
13931,遺品,,"1. 유품. (=かたみ) 2. 분실물, 유실물(遺失物). 3. 遺品 いひん . (=유물(遺物))",,,,,,,,,,
13932,挙手,,"1. 거수. 2. 거수 경례. 3. 일거수일투족, 일거일동.",,,,,,,,,,
13935,記憶にない,,"1. 情報処理 memory content 2. 情報処理,電気・電子 memoryless communication channel 3. 情報処理,機械 associative storage",,,,,,,,,,
13937,博物館,,1. 박물관. 2. 박물관장. 3. 과학 박물관.,,,,,,,,,,
13940,重要性,,1. 중요성. 2. 중요성의 원칙 3. ビジネス・経済 economics,,,,,,,,,,
13942,鎌倉,,"1. 지명 神奈川현 동남부의 시((鎌倉 막부가 있었던 곳으로 사적(史跡)과 신사(神社), 문화재가 많음)). 2. 칠기(漆器)의 하나((조각한 바탕에 검은 옻칠을 하고 그 위에 붉은 옻으로 장식을 베풀었음)). 3. 어류 (→いせえび)",,,,,,,,,,
13944,一歩下がる,,"1. 일, 자연수의 첫 번째 수, 하나. (=ひとつ) 2. 맨 처음, 첫 번째. 3. 고어 가장, 제일.",,,,,,,,,,
13945,拮抗,,"1. 길항, 맞버팀. 2. 拮抗 きっこう . 3. 勢力がほぼ等しいもの同士が、互いに対抗して張り合っていること。",,,,,,,,,,
13947,二人目,,"1. 두 사람. (=ににん, 両人) 2. 눈. 3. 안구(眼球), 눈알.",,,,,,,,,,
13948,裸になる,,"1. 알몸뚱이가 되다. 2. 무일푼으로 여행할 수 없다, 무슨 일을 하든지 준비가 필요하다. 3. 알몸, 맨몸, 발가숭이.",,,,,,,,,,
13951,メンタル,,"1. 멘탈 2. 정신적인. 마음의. 3. 멘탈, 정신적, 심리적.",,,,,,,,,,
13952,奴等,,"1. ‘やつ’의 복수, 놈들. (=やつばら) 2. 사람∙동물을 막되게 부르는 말, 놈, 녀석, 자식. 3. 사물을 막되게 부르는 말, 물건, 것.",,,,,,,,,,
13953,裂け目,,"1. 갈라진 곳, 터진 곳[데], 금. (=割れ目) 2. 医学・薬学・生命科学 rimose",,,,,,,,,,
13954,加入,,"1. 가입. (↔脱退) 2. さらに 付 つ け 加 くわ えること. 3. 加入 かにゅう , 組織 そしき · 団体 だんたい などに 加 くわ わること.",,,,,,,,,,
13955,並び,,"1. 늘어선 모양, 늘어선 것, 줄. 2. 유례(類例), 비교. (=たぐい, 比類) 3. 및, 또. (=および, かつ, また)",,,,,,,,,,
13956,手合わせ,,"1. 상대가 되어 승부를 겨룸, 시합, 맞붙음. (=試合) 2. 상업 매매 계약을 함.",,,,,,,,,,
13957,驚嘆,,1. 경탄. 2. 驚嘆 きょうたん . 3. 驚嘆 きょうたん する 声 こえ .,,,,,,,,,,
13958,首飾り,,1. 목걸이. (=ネックレス) 2. [영화] 삼총사 (2011년 영화).,,,,,,,,,,
13959,幾多,,"1. 수다히, 수많이. (=あまた) 2. 니시다 기타로",,,,,,,,,,
13961,ハンデ,,1. 핸디((‘ハンディキャップ(=핸디캡)’의 준말)). (=ハンディ) 2. 「ハンデキャップ」の略。 3. （接続助詞 津軽弁）～から。～ので。,,,,,,,,,,
13962,無差別,,"1. 무차별. (↔差別), (=平等) 2. 無差別 むさべつ . 3. (유도 체급에서) 무차별급, 무제한급.",,,,,,,,,,
13963,繊維,,"1. 섬유. 2. 섬유소, 셀룰로오스((섬유의 탄수화물)). (=セルローズ) 3. 근섬유, 근육을 구성하는 세포. (=筋肉せんい)",,,,,,,,,,
13967,面前,,1. 면전. (=目前) 2. 面前 めんぜん . 3. 医学・薬学・生命科学 preauricular groove,,,,,,,,,,
13969,年を取る,,"1. 나이를 먹다, 늙다. 2. 나이를 먹다. 3. 늙다.",,,,,,,,,,
13970,挽回,,"1. 만회, 회복. 2. 挽回 ばんかい , 取 と り 返 かえ し, 取 と り 戻 もど し, 盛 も り 返 かえ し. 3. 만회책.",,,,,,,,,,
13971,姪,,"1. 질녀, 조카딸. (↔甥) 2. 甥 おい の 妻 つま . (=조카며느리) 3. (→조카딸)",,,,,,,,,,
13973,外傷,,"1. 외상. (↔内傷) 2. 外傷 がいしょう , けが. 3. [심리학] 외상 체험, 트라우마(trauma), 개인의 처리 능력을 넘는 강렬한 심리적 체험. (=心的外傷)",,,,,,,,,,
13974,リハビリ,,"1. ‘リハビリテーション(rehabilitation)’의 준말, 리허빌리테이션(신체 장애인 등의 사회 복귀를 위한 직업 지도나 심리적·의학적 훈련이나 요법), 사회 복귀 요법, 갱생 지도. 2. 가정 간호를 받고 있는 고령자나 장애인을 낮 동안만 복지 시설에 맡겨 재활이나 일상생활 등의 간호를 하는 것. (=デイケア) 3. 갖가지 시설을 갖추고 신체·정신 질환자 등의 기능 회복과 치료 등을 시행하는 곳.",,,,,,,,,,
13975,看破,,"1. 간파. 2. 看破 かんぱ . 3. 軍事,土木・建築 camouflage detection",,,,,,,,,,
13978,打破,,"1. 타파. 2. 打破 だは , 打 う ち 破 やぶ ること. 3. 문맹 타파.",,,,,,,,,,
13979,諜報,,1. 첩보. 2. 諜報 ちょうほう . 3. 첩보 활동.,,,,,,,,,,
13980,気が付くと,,"1. 깨닫다, 알아차리다, 생각나다. 2. (세세한 데까지) 주의가 미치다, 자상하다. 3. 의식이 돌아오다, (제)정신이 들다.",,,,,,,,,,
13983,明言,,"1. 명언, 분명히 말함, 언명(言明). 2. 明言 めいげん . 3. 명언을 회피하다.",,,,,,,,,,
13984,序盤,,"1. (바둑이나 장기 따위의) 서반; 초반; 또, (비유적으로) 초기의 상황; 시작 단계. (→中盤, 終盤) 2. ( 碁 ご や 将棋 しょうぎ での) 序盤 じょばん . (→중반, 종반) 3. 초반전.",,,,,,,,,,
13985,智,,"1. 지혜, 슬기, 사고력. 2. 계략, 지략(智略). 3. 智 ち , 知恵 ちえ . (=슬기)",,,,,,,,,,
13986,一望,,1. 일망. 2. 一望 いちぼう . 3. 일망 천리.,,,,,,,,,,
13988,男前,,"1. 남자다운 용모, 남성미. 2. 미남(자), 호남아. (=男ぶり) 3. (성격이나 태도가) 남자다운 것.",,,,,,,,,,
13990,国中,,"1. 국중, 나라 안, 전국. 2. Tamekuninaka 3. Kuninaka Shrine",,,,,,,,,,
13992,生唾,,1. 군침. 2. 군침을 삼키다((몹시 탐내다)).,,,,,,,,,,
13993,原始的,,1. 원시적. 2. 지질학 원시 농업(原始農業) 3. 医学・薬学・生命科学 primitive,,,,,,,,,,
13994,縦横無尽,,1. 종횡무진. 2. [じゅうおうむじんにかつやくする] 종횡무진으로 활약하다,,,,,,,,,,
13995,火花を散らす,,"1. 불꽃을 튀기다((전하여, 격렬하게 싸우는 뜻으로도 씀)). 2. 불똥, 불티. 3. 금속이나 돌 등이 부딪칠 때 생기는 순간적인 불빛, 불꽃.",,,,,,,,,,
13996,編入,,1. 편입. 2. 編入 へんにゅう . 3. 편입생.,,,,,,,,,,
13997,局長,,1. 국장. 2. 局長 きょくちょう . 3. 사무국장.,,,,,,,,,,
13998,茶髪,,1. 갈색으로 염색한 머리. 2. 갈색으로 염색한 머리.,,,,,,,,,,
14000,トップクラス,,"1. 톱 클래스, 최상위, 최고급. 2. 톱 클래스. 최상급. 최고급. 정상급. *영어로는 top, top drawer, top flight 등. 3. 톱.",,,,,,,,,,
14002,隣り,,"1. 서로 이웃이 되다, 서로 이웃하다.",,,,,,,,,,
14003,意匠,,"1. 의장. 2. 생각, 고안(考案). 3. 디자인.",,,,,,,,,,
14005,航海,,"1. 항해. 2. 航海 こうかい , 渡海 とかい ((*예스러운 말씨)). 3. 항해사.",,,,,,,,,,
14007,喋り,,"1. 지껄임, 재잘거림, 수다. (=おしゃべり) 2. 잘 지껄임; 수다스러움; 또, 수다쟁이. 3. 잡담(함).",,,,,,,,,,
14008,元気いっぱい,,"1. 기가 왕성하다. 2. 원기, 기력, 건강한 모양. 3. 만물 생성의 근원이 되는 정기.",,,,,,,,,,
14009,息も絶え絶え,,"1. 호흡. 2. 숨을 쉬는 것; 또, 그 숨. 3. (함께할 때) 사람들과 조화를 이루는 것; 또, 그 조화.",,,,,,,,,,
14010,門前,,"1. 문전, 문 앞. 2. 門前 もんぜん . 3. 문전성시, (드나드는 이가 많아) 문전에 저자를 이루다.",,,,,,,,,,
14011,恩義,,1. 은의. 2. 恩義 おんぎ . 3. 은의에 감동하다.,,,,,,,,,,
14012,孔,,1. 구멍. 2. 뚫린 공간. 3. 구덩이.,,,,,,,,,,
14017,蛇のよう,,"1. 뱀 앞에 꼼짝 못하는 개구리처럼 겁에 질려 꼼짝 못함. 2. 동물 뱀. (=ながむし, くちなわ) 3. 사, 뱀. (=へび)",,,,,,,,,,
14018,果ては,,"1. 드디어는, 끝내는, 결국은. 2. 끝. 3. 끝장, 종말.",,,,,,,,,,
14019,繁殖,,1. 번식. 2. 生物が生まれて増えること。 3. 번식기.,,,,,,,,,,
14020,襲撃者,,"1. 습격. 2. 자, 사람, 것. 3. …자, 사람.",,,,,,,,,,
14021,礼拝堂,,1. 예배당. 2. 예배소((본당 앞에 있으며 본존(本尊)을 예배하는 곳)). 3. 시스티나 성당,,,,,,,,,,
14022,番人,,"1. 지키는[망 보는] 사람, 파수꾼. 2. 파수꾼의 오두막집. 3. 파수꾼을 두다.",,,,,,,,,,
14023,息を殺す,,"1. 숨소리를 죽이다. 2. 「息を殺す」는 ‘숨을 죽이다, 숨을 참고 가만히 있음’라는 뜻으로, 두려움이나 집중을 위해 숨을 멈출 때 사용하는 표현이다. 여기서 「息」는 ‘호흡, 숨’, 「殺す」는 ‘억지로 참고 누르다’라는 의미로 쓰였음. 3. 호흡.",,,,,,,,,,
14024,締め付け,,"1. 단단히 죔. (→締付け) 2. 압박하는 것, 억압하는 것, 심하게 다룸. 3. 항공우주공학 고정 나사",,,,,,,,,,
14025,進行方向,,"1. 조선 용접 진행 방향 2. 輸送,自動車 direction indicator 3. 機械,輸送,電気・電子 train direction indicator",,,,,,,,,,
14028,改札,,"1. 개찰. 2. ‘改札口'의 준말, 개찰구. 3. 改札 かいさつ , 改鋏 かいきょう . (=개표(改票))",,,,,,,,,,
14029,寄生,,1. 식물 ‘ヤドリギ(=기생목(寄生木))’의 구칭. 2. 기생. 3. 寄生 きせい .,,,,,,,,,,
14030,化学,,1. 화학. 2. 化学(=화학)를 음이 같은 科学(=과학)와 구별하여 쓰는 말. 3. 의학 의화학.,,,,,,,,,,
14032,旋律,,"1. 선율. (=メロディー) 2. 음악 旋律 せんりつ , 節 ふし , メロディー. (=가락, 멜로디) 3. 선율적, 음악적.",,,,,,,,,,
14036,大聖堂,,1. だいせいどう【大聖堂】。カテドラル 2. [종교] 주교좌 성당. 3. 랭스 대성당,,,,,,,,,,
14037,棒立ち,,"1. 막대 모양으로 곧추 섬, 우뚝 섬. (=さお立ち)",,,,,,,,,,
14038,悲願,,"1. 비원. 2. 불교 부처나 보살의 대(大)자비에서 나온 중생 제도(濟度)의 서원(誓願). 3. 비장한 소원; 전하여, 의의 있는 계획.",,,,,,,,,,
14039,置物,,"1. 객실·床の間 등에 두는 장식물. 2. 허수아비, (허울뿐인) 꼭두각시, 이름뿐인 사람. 3. 신불 앞에 차리는 제물(祭物).",,,,,,,,,,
14042,下宿,,"1. 하숙. 2. 하급 여관, 여인숙. 3. 下宿 げしゅく .",,,,,,,,,,
14043,大義名分,,1. 대의명분. 2. 끝까지 대의명분을 견지하다.,,,,,,,,,,
14044,自主的,,1. 자주적. (→自発的) 2. 자주적인 태도. 3. ビジネス・経済 autonomous expenditure,,,,,,,,,,
14047,鉢合わせ,,"1. 머리를 맞부딪침, 정면충돌함. 2. 우연히 마주침[만남].",,,,,,,,,,
14048,尊大,,"1. 거만함, 건방짐. (=おうへい) 2. 官職 かんしょく · 学識 がくしき · 人格 じんかく が 高 たか く 大 おお きいこと. 3. 待遇表現의 하나로, 말하는 자신을 상대방보다 높은 위치에 두어 거만한 태도를 나타내는 말((‘おれさま(=나 어르신네)’ ‘聞いてつかわす(=들어주겠다; 들어주겠노라)’ 등)).",,,,,,,,,,
14049,身を案じる,,"1. 몸, 신체, 일신, 제 몸, 자기 자신. 2. (뼈·껍데기에 대하여) 살, (나무의) 줄기. 3. 노인어 나, 자기.",,,,,,,,,,
14050,行軍,,1. 행군. 2. 行軍 こうぐん . 3. 내열 행군.,,,,,,,,,,
14051,応急処置,,"1. [의학] 응급처치. 2. 軍事 emergency procedure 3. 응급, 급한 대로 우선 처리하는 것.",,,,,,,,,,
14052,ストロー,,"1. 스트로, 빨대. 2. 스트로 3. 짚.",,,,,,,,,,
14056,紅蓮,,"1. 홍련. 2. 벌겋게 타오르는 불빛의 비유, 진홍. (=真紅, まっか) 3. 새빨간 연꽃.",,,,,,,,,,
14057,時間を取る,,"1. 시간, 때, 시각. 2. 잡다. 3. (把る) 들다, 쥐다.",,,,,,,,,,
14061,所存,,"1. 노인어 생각, 의견. (=考え, 意見, つもり) 2. 좋지 않은 생각, 못된 심보. (=不心得)",,,,,,,,,,
14062,一か月,,"1. 일, 자연수의 첫 번째 수, 하나. (=ひとつ) 2. 맨 처음, 첫 번째. 3. 고어 가장, 제일.",,,,,,,,,,
14063,取っ手,,1. 손잡이. (=つまみ) 2. 손잡이 덮개,,,,,,,,,,
14064,自衛隊,,1. 자위대((2차 세계 대전 이후 일본의 군사 방위 조직)). 2. 자위대법. 3. (일본 방위청의) 항공 자위대.,,,,,,,,,,
14065,逆上,,"1. 욱함, 앞뒤를 가리지 않고 불끈함. 2. 머리에 피가 오르다, 상기(上氣)하다, 현기증이 나다. 3. 흥분하다, 울컥하다.",,,,,,,,,,
14066,提灯,,"1. 제등, 초롱(불), 등롱. 2. 속어 콧물 방울((초롱처럼 둥글게 부푼 콧물)). (=鼻ちょうちん) 3. 照明具のひとつ。携行できる大きさのものであり、内部に明かりを灯し、紙などの風防を通して周囲を照らす。",,,,,,,,,,
14067,譲り,,"1. 물림, 물려받음, 양도. 2. 양도금; 또, 양수금. 3. (토지·재산 따위의) 양도 증서. (=譲り文, 譲り証文)",,,,,,,,,,
14069,泊まり,,1. 묵음. 2. 숙박. (=やどり) 3. 숙직.,,,,,,,,,,
14070,ゆとり,,1. (정신적 또는 공간적·물질적·시간적인) 여유. (=余裕) 2. 유토리 교육 3. 煮た後で湯を捨てて蒸すという米の調理法。湯取り飯。,,,,,,,,,,
14071,不潔,,"1. 불결, 더러움. (↔清潔, 純潔) 2. 不潔 ふけつ . (↔청결) 3. 더러운[부정한] 돈.",,,,,,,,,,
14072,気を利かせる,,"1. 눈치 있게 굴다. 2. 기운. 3. 기, 기력.",,,,,,,,,,
14073,都市伝説,,"1. [사회] 도시전설. 2. 선풍기 사망설. 3. 도시, 인구가 집중되며 정치·경제·문화의 중심이 되는 지역.",,,,,,,,,,
14074,薬物,,"1. 약물, 약품. 2. 불법 마약. 3. 약물 의존.",,,,,,,,,,
14076,医,,"1. 의(술), 의사. 2. 의는 인술. 3. 상의, 명의(名醫).",,,,,,,,,,
14078,一軒家,,"1. 외딴집. 2. 독채집. (=独立家屋) 3. 일, 자연수의 첫 번째 수, 하나. (=ひとつ)",,,,,,,,,,
14079,襲来,,"1. 습래, 내습. (=来襲) 2. 몽고습래회사. 3. (しゅうらい ) 강타하다 ex)Ｐ Ｍ 2 . 5 が襲来した。",,,,,,,,,,
14081,特別扱い,,"1. 특별(히). (=格別, とりわけ) 2. (뒤에 부정(否定)어가 와서) 별로, 그다지. (=大して) 3. 취급(법), 다루는 것.",,,,,,,,,,
14083,趣旨,,"1. 취지, 어떤 일의 근본 목적이나 긴요한 뜻. (=趣意) 2. 趣旨 しゅし , 旨 むね , 趣 おもむき , 趣意 しゅい . 3. 논찬의 취지.",,,,,,,,,,
14084,乗馬,,"1. 승마, 말을 탐. (↔下馬, 下乗) 2. 승용(乘用)의 말; 또, 타고 있는 말. (↔駄馬, 挽馬) 3. (→じょうば)",,,,,,,,,,
14085,上方,,"1. 위쪽. 2. 상류 사회. (↔下ざま) 3. 京都 부근, 関西 지방.",,,,,,,,,,
14086,模擬戦,,1. 모의전. 2. 모의. 3. …전.,,,,,,,,,,
14087,軽口を叩く,,"1. 우습고 재미있는 이야기, 경묘(輕妙)한 말. 2. 입이 가벼움; 또, 그러한 사람. 3. 재치 있는 말, 재담.",,,,,,,,,,
14088,ホームページ,,"1. 홈페이지, 인터넷으로 단체·개인간에 정보 교환을 하는 시스템. 2. 홈 페이지 3. 인터넷에서의 ‘전자 홍보지’라고도 할수 있는 것으로 수신자는 화상·음성·문서 등의 정보를 간단한 조작으로 끌어낼 수 있음((정부나 기업·시민 단체·개인 등이 자료 제공이나 제품 안내, 의견의 집약 등에 이용하는 사...",,,,,,,,,,
14089,先客,,1. 선객. 2. 先客 せんきゃく . 3. 선객이 있다.,,,,,,,,,,
14090,ピアス,,"1. 귓불에 구멍을 내서 하는 귀고리, 이어링. (=ピアスリング) 2. ⇒ピアスト・イヤリング。 3. 身体の一部に穴を開け、その穴に付ける装身具。",,,,,,,,,,
14091,告知,,"1. 고지, 알림, 통지. 2. 告知 こくち . 3. 고지판.",,,,,,,,,,
14092,姉貴,,"1. ‘姉’를 친근하게 또는 높여서 부르는 말： 누나, 누님.",,,,,,,,,,
14094,琴,,1. 거문고. 2. 칠현금(七絃琴). 3. 음악 琴 こと . (→칠현금),,,,,,,,,,
14096,充血,,1. 충혈. 2. 의학 充血 じゅうけつ . 3. 의학 뇌충혈.,,,,,,,,,,
14097,首相,,"1. 수상. (=内閣総理大臣) 2. ‘しゅしょう’의 잘못. 3. ( 内閣 ないかく の 首長 しゅちょう ) 首相 しゅしょう , 内閣総理大臣 そうりだいじん , 国務 こくむ 総理 そうり .",,,,,,,,,,
14098,土手,,"1. 둑, 제방. 2. (적의 침입을 막기 위한) 성(城) 둘레의 흙담. (=築地, 土居) 3. (가다랑어·다랑어 등 큰 생선의) 등살((횟감으로 씀)).",,,,,,,,,,
14099,お願い致します,,"1. 가져오다, 일으키다. 2. 보내다. 3. (いたす) ‘する(=하다)’의 겸사말.",,,,,,,,,,
14101,心臓が止まる,,"1. 심장. 2. 염통. 3. (기계나 조직의) 중심부, 원동력.",,,,,,,,,,
14104,大口,,"1. 입을 크게 벌림, 큰 입. 2. 호언장담, 큰소리. 3. 거액(의 거래). (↔小口)",,,,,,,,,,
14105,揺らぎ,,"1. 흔들림, 동요. 2. 마음의 동요. 3. 化学・工業化学,医学・薬学・生命科学 wobble hypothesis",,,,,,,,,,
14106,境目,,"1. 경계(선), 갈림길. (=分かれ目) 2. 경계. (=さかいめ) 3. 機械 point of contraflexure",,,,,,,,,,
14107,自前,,"1. 비용을 모두 자변(自辨)함, 자기 부담. (=自分持ち) 2. 기생이 독립해서 영업함; 또, 그 기생. (↔かかえ) 3. 電気・電子 Independent Research and Development",,,,,,,,,,
14108,焦燥感,,"1. 초조감. 2. 초조. (=焦慮) 3. 감, 느낌.",,,,,,,,,,
14111,十二分,,1. 십이분. 2. 十二分 じゅうにぶん . 3. 분.,,,,,,,,,,
14112,推論,,1. 추론. 2. 推論 すいろん . 3. 추론에 불과하다.,,,,,,,,,,
14113,複合,,1. 복합. 2. 複合 ふくごう . 3. 복합기. (=プリンター複合機),,,,,,,,,,
14114,咄嗟,,"1. 돌차, 혀를 차며 한탄하는 것. 2. 순간, 눈 깜짝할 사이. 3. 눈 깜짝할 사이.",,,,,,,,,,
14115,三体,,"1. 삼체. 2. 세 개의 형체. 3. 能楽에서, 흉내의 기본이 되는 ‘老体(=노인 차림)’ ‘女体(=여자 차림)’ ‘軍体(=무사 차림)’.",,,,,,,,,,
14117,夜食,,"1. 야식, 밤참. 2. 저녁 식사. 3. 夜食 やしょく ; 夜中 よなか に 食 た べものを 食 た べること; また, その 食 た べもの.",,,,,,,,,,
14118,女官,,1. 여관. 2. 궁중에서 일하던 内侍·命婦 따위 신분이 높은 궁녀. 3. (→じょかん),,,,,,,,,,
14121,下手したら,,"1. (솜씨가) 서투름, 서투른 사람. (↔上手) 2. 어중간함, 어설픔. 3. 아래쪽(의 물건이나 장소), 바람이 불어 가는 쪽, (강의) 하류.",,,,,,,,,,
14122,嗜好,,"1. 기호. (=たしなみ, 趣味, 好み) 2. 嗜好 しこう , たしなみ, 好 この み. 3. 기호품((술·담배·차·커피 따위)).",,,,,,,,,,
14123,遺物,,"1. 유물. 2. 유품, 고인이 남긴 것. (=遺品) 3. 유실물(遺失物).",,,,,,,,,,
14124,外に,,"1. 이외에, 그 밖에, 따로, 달리. 2. 밖, 바깥. 3. (공간적·추상적으로) 설정된 범위의 외부.",,,,,,,,,,
14125,照れ,,"1. 멋쩍음, 겸연쩍음, 쑥스러움. 2. (해나 달 등이) 비치다. 3. (날이) 개다.",,,,,,,,,,
14129,童話,,"1. 동화. 2. 童話 どうわ , おとぎ 話 ばなし , 御伽 おとぎ ((준말)). 3. 동화극.",,,,,,,,,,
14130,真後ろ,,1. 바로 뒤.,,,,,,,,,,
14131,三男,,"1. 삼남, 셋째 아들. 2. 三男 さんなん , 三子 さんし , 三郎 さぶろう , 三番目 さんばんめ の 息子 むすこ . 3. 三 さん 兄弟 きょうだい , 三人 さんにん の 息子 むすこ .",,,,,,,,,,
14132,息を潜める,,"1. 숨을 죽이다. 2. 호흡. 3. 숨을 쉬는 것; 또, 그 숨.",,,,,,,,,,
14133,貴婦人,,1. 귀부인. 2. 貴婦人 きふじん . 3. [미술용어] 흰 족제비를 안은 여인.,,,,,,,,,,
14134,市街地,,1. 시가지. 2. しがいち【市街地】 3. 신시가지.,,,,,,,,,,
14135,分子,,1. 분자. 2. 화학 몇 개의 원자의 집합체. 3. 집단 중의 일원. (=成員),,,,,,,,,,
14136,粉々,,"1. 산산이 부서짐, 박살이 남, 산산조각이 남.",,,,,,,,,,
14137,脆弱,,"1. 취약, 무르고 약함. 2. ‘ぜいじゃく’의 잘못. 3. 脆弱 ぜいじゃく .",,,,,,,,,,
14138,応酬,,"1. 응수. 2. (말이나 일 따위를) 주고받음. 3. 대답, 응답.",,,,,,,,,,
14139,家名,,"1. 가명. 2. 가명, 한 집안의 이름. 3. 家名 かめい .",,,,,,,,,,
14140,能天気,,"1. 속어 경박한 모양; 건방진 모양; 또, 그런 사람; 덜렁쇠; 촐랑이. 2. 경박함. 무분별함. 또, 그런 사람.",,,,,,,,,,
14141,脳髄,,"1. 의학 뇌수, 머릿골. (→脳①) 2. 医学・薬学・生命科学 micrencephalon 3. 医学・薬学・生命科学 micrencephaly",,,,,,,,,,
14142,聖職者,,1. 성직자. 2. [종교] 성직자. 3. 성직자기본법.,,,,,,,,,,
14144,心を許す,,1. 마음을 허락하다[주다]. 2. 방심하다. 3. 신용하다.,,,,,,,,,,
14145,令,,"1. 영. 2. 명령. 3. 영…, 남의 가족의 경칭.",,,,,,,,,,
14146,謹慎,,1. 근신. 2. 삼감. 3. 江戸 시대에 일정한 주소를 정하여 공용 이외의 외출을 금한 형벌.,,,,,,,,,,
14147,哄笑,,"1. 홍소, 크게 입을 벌려 웃음. 2. 哄笑 こうしょう , 大笑 おおわら い, 大笑 たいしょう . 3. 홍소가 터지다.",,,,,,,,,,
14149,旅路,,"1. 아어(雅語) 여로, 여행길. (=道中) 2. 旅路 たびじ , 道中 どうちゅう . 3. 긴 여행길.",,,,,,,,,,
14150,数か月,,"1. 몇 달 동안의 기간. 2. 수, 수효. (↔量) 3. 수학 수, 정수·분수·유리수·무리수·실수·허수 등의 총칭.",,,,,,,,,,
14152,長旅,,1. 오랜[긴] 여행.,,,,,,,,,,
14153,恥じらい,,"1. 수줍음, 부끄러움.",,,,,,,,,,
14157,総動員,,1. 총동원. 2. 국가 총동원. 3. 일가 총동원.,,,,,,,,,,
14158,カリスマ,,1. 카리스마 2. 기적을 행하고 예언을 하는 천부(天賦)의 자질. 3. 사회의 지배자나 지도자의 신성 불가침한 신위적(神威的) 권위.,,,,,,,,,,
14159,事は無い,,"1. 내버려 둘 수 없다, 마지못하다. 2. 보통이 아니다, 각별하다. 3. 매우 존귀[고귀]하다, 지체 높다.",,,,,,,,,,
14161,馬鹿者,,"1. 바보, 멍청이, 얼간이, 멍텅구리, 숙맥. 2. (사람이) 어리석음, 바보, 멍청이. (↔利口) 3. 썩 상식적이 아닌 일; 또, 그런 사람.",,,,,,,,,,
14164,笑い話,,"1. 우스운 이야기, 소화(笑話), 우스개. (=笑話) 2. 웃으면서 하는 가벼운 내용의[실없는] 이야기, 웃음엣소리. 3. 비웃음거리. (=物笑い)",,,,,,,,,,
